Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
  0.00      9.36     0.00    12520     0.00     0.00  std::__new_allocator<std::_Sp_counted_ptr_inplace<OperationNode, std::allocator<void>, (__gnu_cxx::_Lock_policy)2> >::~__new_allocator()
  0.00      9.36     0.00    12520     0.00     0.00  std::_Sp_counted_ptr_inplace<OperationNode, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::_Impl::_M_alloc()
  0.00      9.36     0.00    12512     0.00     0.00  std::vector<double, std::allocator<double> >::data() const
  0.00      9.36     0.00    12216     0.00     0.00  Matrix::Matrix(unsigned long, unsigned long, double)
  0.00      9.36     0.00    12216     0.00     0.00  std::_UninitDestroyGuard<double*, void>::_UninitDestroyGuard(double*&)
  0.00      9.36     0.00    12216     0.00     0.00  std::_UninitDestroyGuard<double*, void>::~_UninitDestroyGuard()
  0.00      9.36     0.00    12216     0.00     0.00  std::vector<double, std::allocator<double> >::_M_fill_initialize(unsigned long, double const&)
  0.00      9.36     0.00    12216     0.00     0.00  std::vector<double, std::allocator<double> >::vector(unsigned long, double const&, std::allocator<double> const&)
  0.00      9.36     0.00    12216     0.00     0.00  double* std::uninitialized_fill_n<double*, unsigned long, double>(double*, unsigned long, double const&)
  0.00      9.36     0.00    12216     0.00     0.00  double* std::__uninitialized_fill_n_a<double*, unsigned long, double, double>(double*, unsigned long, double const&, std::allocator<double>&)
  0.00      9.36     0.00    12194     0.00     0.00  std::reverse_iterator<__gnu_cxx::__normal_iterator<std::shared_ptr<Node>*, std::vector<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > > > >::reverse_iterator(__gnu_cxx::__normal_iterator<std::shared_ptr<Node>*, std::vector<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > > >)
  0.00      9.36     0.00    11292     0.00     0.00  __gnu_cxx::__aligned_buffer<Node>::_M_ptr()
  0.00      9.36     0.00    11292     0.00     0.00  __gnu_cxx::__aligned_buffer<Node>::_M_addr()
  0.00      9.36     0.00    11292     0.00     0.00  std::_Sp_counted_ptr_inplace<Node, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::_M_ptr()
  0.00      9.36     0.00    11272     0.00     0.00  void std::_Construct<std::shared_ptr<Node>, std::shared_ptr<Node> const&>(std::shared_ptr<Node>*, std::shared_ptr<Node> const&)
  0.00      9.36     0.00    11256     0.00     0.00  std::_Hashtable<Node const*, Node const*, std::allocator<Node const*>, std::__detail::_Identity, std::equal_to<Node const*>, std::hash<Node const*>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_bucket_index(std::__detail::_Hash_node_value<Node const*, false> const&) const
  0.00      9.36     0.00    11256     0.00     0.00  std::__detail::_Hash_code_base<Node const*, Node const*, std::__detail::_Identity, std::hash<Node const*>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_bucket_index(std::__detail::_Hash_node_value<Node const*, false> const&, unsigned long) const
  0.00      9.36     0.00    11256     0.00     0.00  std::vector<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > >::rend()
  0.00      9.36     0.00    11256     0.00     0.00  std::__detail::_Hash_node_base::_Hash_node_base()
  0.00      9.36     0.00    11256     0.00     0.00  bool std::operator==<__gnu_cxx::__normal_iterator<std::shared_ptr<Node>*, std::vector<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > > > >(std::reverse_iterator<__gnu_cxx::__normal_iterator<std::shared_ptr<Node>*, std::vector<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > > > > const&, std::reverse_iterator<__gnu_cxx::__normal_iterator<std::shared_ptr<Node>*, std::vector<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > > > > const&)
  0.00      9.36     0.00    11256     0.00     0.00  bool std::operator!=<__gnu_cxx::__normal_iterator<std::shared_ptr<Node>*, std::vector<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > > > >(std::reverse_iterator<__gnu_cxx::__normal_iterator<std::shared_ptr<Node>*, std::vector<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > > > > const&, std::reverse_iterator<__gnu_cxx::__normal_iterator<std::shared_ptr<Node>*, std::vector<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > > > > const&)
  0.00      9.36     0.00    10963     0.00     0.00  std::_Vector_base<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > >::_Vector_impl::_Vector_impl()
  0.00      9.36     0.00    10963     0.00     0.00  std::_Vector_base<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > >::_Vector_base()
  0.00      9.36     0.00    10963     0.00     0.00  std::vector<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > >::vector()
  0.00      9.36     0.00    10318     0.00     0.00  Node::grad()
  0.00      9.36     0.00    10318     0.00     0.00  std::_Hashtable<Node const*, Node const*, std::allocator<Node const*>, std::__detail::_Identity, std::equal_to<Node const*>, std::hash<Node const*>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_store_code(std::__detail::_Hash_node_value<Node const*, false>&, unsigned long) const
  0.00      9.36     0.00    10318     0.00     0.00  std::_Hashtable<Node const*, Node const*, std::allocator<Node const*>, std::__detail::_Identity, std::equal_to<Node const*>, std::hash<Node const*>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::__location_type::_M_node() const
  0.00      9.36     0.00    10318     0.00     0.00  std::_Hashtable<Node const*, Node const*, std::allocator<Node const*>, std::__detail::_Identity, std::equal_to<Node const*>, std::hash<Node const*>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::__location_type::operator std::__detail::_Node_const_iterator<Node const*, true, false>() const
  0.00      9.36     0.00    10318     0.00     0.00  std::_Hashtable<Node const*, Node const*, std::allocator<Node const*>, std::__detail::_Identity, std::equal_to<Node const*>, std::hash<Node const*>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::__location_type::operator bool() const
  0.00      9.36     0.00    10318     0.00     0.00  std::_Hashtable<Node const*, Node const*, std::allocator<Node const*>, std::__detail::_Identity, std::equal_to<Node const*>, std::hash<Node const*>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::find(Node const* const&) const
  0.00      9.36     0.00    10318     0.00     0.00  std::_Hashtable<Node const*, Node const*, std::allocator<Node const*>, std::__detail::_Identity, std::equal_to<Node const*>, std::hash<Node const*>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::count(Node const* const&) const
  0.00      9.36     0.00    10318     0.00     0.00  std::__shared_ptr<Node, (__gnu_cxx::_Lock_policy)2>::operator bool() const
  0.00      9.36     0.00    10318     0.00     0.00  std::unordered_set<Node const*, std::hash<Node const*>, std::equal_to<Node const*>, std::allocator<Node const*> >::count(Node const* const&) const
  0.00      9.36     0.00    10318     0.00     0.00  std::reverse_iterator<__gnu_cxx::__normal_iterator<std::shared_ptr<Node>*, std::vector<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > > > >::operator*() const
  0.00      9.36     0.00    10318     0.00     0.00  std::__detail::_Prime_rehash_policy::_M_state() const
  0.00      9.36     0.00    10318     0.00     0.00  Node const*& std::__detail::_Identity::operator()<Node const*&>(Node const*&) const
  0.00      9.36     0.00    10318     0.00     0.00  std::function<void (std::shared_ptr<Node> const&)>::operator()(std::shared_ptr<Node> const&) const
  0.00      9.36     0.00    10318     0.00     0.00  Node::topoSort(std::shared_ptr<Node> const&)::{lambda(std::shared_ptr<Node> const&)#1}* const& std::_Any_data::_M_access<Node::topoSort(std::shared_ptr<Node> const&)::{lambda(std::shared_ptr<Node> const&)#1}*>() const
  0.00      9.36     0.00    10318     0.00     0.00  std::_Hashtable<Node const*, Node const*, std::allocator<Node const*>, std::__detail::_Identity, std::equal_to<Node const*>, std::hash<Node const*>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_Scoped_node::_Scoped_node(std::__detail::_Hash_node<Node const*, false>*, std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<Node const*, false> > >*)
  0.00      9.36     0.00    10318     0.00     0.00  std::_Hashtable<Node const*, Node const*, std::allocator<Node const*>, std::__detail::_Identity, std::equal_to<Node const*>, std::hash<Node const*>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_Scoped_node::~_Scoped_node()
  0.00      9.36     0.00    10318     0.00     0.00  std::pair<std::__detail::_Node_iterator<Node const*, true, false>, bool> std::_Hashtable<Node const*, Node const*, std::allocator<Node const*>, std::__detail::_Identity, std::equal_to<Node const*>, std::hash<Node const*>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_emplace_uniq<Node const*>(Node const*&&)
  0.00      9.36     0.00    10318     0.00     0.00  std::_Hashtable<Node const*, Node const*, std::allocator<Node const*>, std::__detail::_Identity, std::equal_to<Node const*>, std::hash<Node const*>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_insert_unique_node(unsigned long, unsigned long, std::__detail::_Hash_node<Node const*, false>*, unsigned long)
  0.00      9.36     0.00    10318     0.00     0.00  std::_Hashtable<Node const*, Node const*, std::allocator<Node const*>, std::__detail::_Identity, std::equal_to<Node const*>, std::hash<Node const*>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_insert_bucket_begin(unsigned long, std::__detail::_Hash_node<Node const*, false>*)
  0.00      9.36     0.00    10318     0.00     0.00  std::_Hashtable<Node const*, Node const*, std::allocator<Node const*>, std::__detail::_Identity, std::equal_to<Node const*>, std::hash<Node const*>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::insert(Node const*&&)
  0.00      9.36     0.00    10318     0.00     0.00  std::unordered_set<Node const*, std::hash<Node const*>, std::equal_to<Node const*>, std::allocator<Node const*> >::insert(Node const*&&)
  0.00      9.36     0.00    10318     0.00     0.00  std::_Function_base::_Base_manager<Node::topoSort(std::shared_ptr<Node> const&)::{lambda(std::shared_ptr<Node> const&)#1}>::_M_get_pointer(std::_Any_data const&)
  0.00      9.36     0.00    10318     0.00     0.00  std::__new_allocator<std::__detail::_Hash_node<Node const*, false> >::deallocate(std::__detail::_Hash_node<Node const*, false>*, unsigned long)
  0.00      9.36     0.00    10318     0.00     0.00  std::__new_allocator<std::__detail::_Hash_node<Node const*, false> >::allocate(unsigned long, void const*)
  0.00      9.36     0.00    10318     0.00     0.00  std::reverse_iterator<__gnu_cxx::__normal_iterator<std::shared_ptr<Node>*, std::vector<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > > > >::operator++()
  0.00      9.36     0.00    10318     0.00     0.00  std::_Function_handler<void (std::shared_ptr<Node> const&), Node::topoSort(std::shared_ptr<Node> const&)::{lambda(std::shared_ptr<Node> const&)#1}>::_M_invoke(std::_Any_data const&, std::shared_ptr<Node> const&)
  0.00      9.36     0.00    10318     0.00     0.00  std::__ptr_traits_ptr_to<std::__detail::_Hash_node<Node const*, false>*, std::__detail::_Hash_node<Node const*, false>, false>::pointer_to(std::__detail::_Hash_node<Node const*, false>&)
  0.00      9.36     0.00    10318     0.00     0.00  std::pair<std::__detail::_Node_iterator<Node const*, true, false>, bool>::pair<std::__detail::_Node_iterator<Node const*, true, false>&, bool, true>(std::__detail::_Node_iterator<Node const*, true, false>&, bool&&)
  0.00      9.36     0.00    10318     0.00     0.00  std::__detail::_Hash_node<Node const*, false>::_Hash_node()
  0.00      9.36     0.00    10318     0.00     0.00  std::__detail::_Node_iterator<Node const*, true, false>::_Node_iterator(std::__detail::_Hash_node<Node const*, false>*)
  0.00      9.36     0.00    10318     0.00     0.00  std::__detail::_Hash_node<Node const*, false>* std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<Node const*, false> > >::_M_allocate_node<Node const*>(Node const*&&)
  0.00      9.36     0.00    10318     0.00     0.00  std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<Node const*, false> > >::_M_deallocate_node(std::__detail::_Hash_node<Node const*, false>*)
  0.00      9.36     0.00    10318     0.00     0.00  std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<Node const*, false> > >::_M_deallocate_node_ptr(std::__detail::_Hash_node<Node const*, false>*)
  0.00      9.36     0.00    10318     0.00     0.00  std::__detail::_RehashStateGuard<std::__detail::_Prime_rehash_policy>::_RehashStateGuard(std::__detail::_Prime_rehash_policy&)
  0.00      9.36     0.00    10318     0.00     0.00  std::__detail::_RehashStateGuard<std::__detail::_Prime_rehash_policy>::~_RehashStateGuard()
  0.00      9.36     0.00    10318     0.00     0.00  std::__detail::_Node_const_iterator<Node const*, true, false>::_Node_const_iterator(std::__detail::_Hash_node<Node const*, false>*)
  0.00      9.36     0.00    10318     0.00     0.00  std::enable_if<is_invocable_r_v<void, Node::topoSort(std::shared_ptr<Node> const&)::{lambda(std::shared_ptr<Node> const&)#1}&, std::shared_ptr<Node> const&>, void>::type std::__invoke_r<void, Node::topoSort(std::shared_ptr<Node> const&)::{lambda(std::shared_ptr<Node> const&)#1}&, std::shared_ptr<Node> const&>(Node::topoSort(std::shared_ptr<Node> const&)::{lambda(std::shared_ptr<Node> const&)#1}&, std::shared_ptr<Node> const&)
  0.00      9.36     0.00    10318     0.00     0.00  void std::__invoke_impl<void, Node::topoSort(std::shared_ptr<Node> const&)::{lambda(std::shared_ptr<Node> const&)#1}&, std::shared_ptr<Node> const&>(std::__invoke_other, Node::topoSort(std::shared_ptr<Node> const&)::{lambda(std::shared_ptr<Node> const&)#1}&, std::shared_ptr<Node> const&)
  0.00      9.36     0.00    10318     0.00     0.00  Node::topoSort(std::shared_ptr<Node> const&)::{lambda(std::shared_ptr<Node> const&)#1}::operator()(std::shared_ptr<Node> const&) const
  0.00      9.36     0.00    10024     0.00     0.00  Node::Node(Matrix const&)
  0.00      9.36     0.00    10024     0.00     0.00  Node::~Node()
  0.00      9.36     0.00    10024     0.00     0.00  std::__weak_ptr<Node, (__gnu_cxx::_Lock_policy)2>::use_count() const
  0.00      9.36     0.00    10024     0.00     0.00  std::__weak_count<(__gnu_cxx::_Lock_policy)2>::_M_get_use_count() const
